0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1	200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	201	400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	401	600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	601	800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	801	1000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1001	1200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1201	1400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1401	1600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1601	1800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.1	0.95	0	1801	2000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1	200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	201	400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	401	600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	601	800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	801	1000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1001	1200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1201	1400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1401	1600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1601	1800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.05	0.5	0.95	0	1801	2000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1	200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	201	400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	401	600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	601	800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	801	1000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1001	1200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1201	1400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1401	1600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1601	1800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.1	0.95	0	1801	2000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1	200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	201	400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	401	600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	601	800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	801	1000
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1001	1200
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1201	1400
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1401	1600
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1601	1800
0	0	1	7	0.4	0.2	0	0.008	0	0.5	0	0	0.1	0.5	0.95	0	1801	2000
